hardware/commodore_64.html,Hardware,1982-08-01,,,,,,,
hardware/Commodore_PET.html,Hardware,1977-01-01,,,,,,,
hardware/commodore_vic_20.html,Hardware,1980-01-01,,,,,,,
hardware/evolution_gpu.html,Hardware,1970-01-01,,,,,,,
hardware/ibm_1970s_hw.html,Hardware,1971-01-01,,,,,,,
hardware/ibmpcjr_pcat_hw.html,Hardware,1984-01-01,,,,,,,
hardware/Intel_8008_8080.html,Hardware,1972-04-01,,,,,,,
hardware/Intel_8085_8086.html,Hardware,1976-01-01,,,,,,,
hardware/intel_processors80s.html,Hardware,1970-01-01,,,,,,,
hardware/kenbak.html,Hardware,1971-09-01,,,,,,,
hardware/keyboards_hw.html,Hardware,1940-01-01,,,,,,,
hardware/macintosh128k_hw.html,Hardware,1983-01-01,,,,,,,
hardware/MITS_Altair_8800.html,Hardware,1975-01-01,,,,,,,
hardware/motorola_hw.html,Hardware,1973-01-01,,,,,,,
hardware/mouse.html,Hardware,1968-01-01,,,,,,,
hardware/nes.html,Hardware,1983-01-01,,,,,,,
hardware/next_computers.html,Hardware,1985-01-01,,,,,,,
hardware/nova.html,Hardware,1969-01-01,,,,,,,
hardware/portable_storage_devices.html,Hardware,1970-01-01,,,,,,,
hardware/printer.html,Hardware,1977-01-01,,,,,,,
hardware/RISC_CISC.html,Hardware,1980-01-01,,,,,,,
hardware/Sophie_Wilson.html,Hardware,1957-01-01,,,,,,,
hardware/stephen_Wozniak.html,Hardware,1950-01-01,,,,,,,
hardware/Steve_Jobs.html,Hardware,1981-01-01,,,,,,,
hardware/storagetechnologies_hw.html,Hardware,1980-01-01,,,,,,,
hardware/supercomputers_hw.html,Hardware,1972-01-01,,,,,,,
hardware/Xerox_alto.html,Hardware,1973-01-01,,,,,,,
hardware/zilog_z80.html,Hardware,1976-07-01,,,,,,,
